,Mass,Radius,Luminosity,Pressure,Temperature,Density,epsilon,nabla,"radiative=1, convetice=0"
1596,6.349120679715801e+32,13671554228.502949,6.690340295879067e+33,6.652710330064016e+16,11210808.614627313,43.91656279186457,3.274875886979697,0.2936351370890213,0.0
1597,6.353098825503601e+32,13675410526.002472,6.69164234581701e+33,6.648871395303082e+16,11208908.793405317,43.8986626792822,3.271094826823957,0.2935893827492673,0.0
1598,6.357076971291402e+32,13679266312.50934,6.692942901363845e+33,6.64503437308302e+16,11207009.453596937,43.880767236380294,3.267317999827215,0.2935436374265226,0.0
1599,6.3610551170792026e+32,13683121575.66561,6.694241974417149e+33,6.641199250490981e+16,11205110.585611958,43.86287642014519,3.263545386074115,0.29349790238098533,0.0
1600,6.365033262867003e+32,13686976316.136507,6.695539566444122e+33,6.637366026453114e+16,11203212.189070284,43.844990229592916,3.259776980601768,0.29345217759720765,0.0
1601,6.3690114086548035e+32,13690830534.58754,6.69683567891101e+33,6.633534699896124e+16,11201314.263592023,43.827108663738095,3.256012778453898,0.29340646305983575,0.0
1602,6.372989554442604e+32,13694684231.684484,6.698130313283096e+33,6.6297052697472776e+16,11199416.80879749,43.809231721594024,3.2522527746807524,0.29336075875361106,0.0
1603,6.376967700230405e+32,13698537408.093386,6.699423471024707e+33,6.625877734934396e+16,11197519.82430721,43.791359402172496,3.248496964339169,0.2933150646633682,0.0
1604,6.380945846018205e+32,13702390064.480564,6.700715153599212e+33,6.62205209438586e+16,11195623.309741918,43.77349170448399,3.2447453424925023,0.29326938077403464,0.0
1605,6.384923991806006e+32,13706242201.512608,6.702005362469024e+33,6.618228347030605e+16,11193727.264722548,43.755628627537526,3.2409979042106505,0.29322370707063355,0.0
1606,6.3889021375938066e+32,13710093819.85638,6.703294099095594e+33,6.6144064917981256e+16,11191831.688870257,43.73777017034074,3.2372546445700516,0.2931780435382765,0.0
1607,6.392880283381607e+32,13713944920.179012,6.704581364939419e+33,6.610586527618476e+16,11189936.581806393,43.71991633189994,3.233515558653632,0.29313239016217185,0.0
1608,6.3968584291694074e+32,13717795503.147911,6.705867161460037e+33,6.606768453422265e+16,11188041.943152526,43.702067111219954,3.229780641550813,0.29308674692761666,0.0
1609,6.400836574957208e+32,13721645569.430748,6.707151490116027e+33,6.60295226814066e+16,11186147.772530425,43.68422250730428,3.226049888357542,0.2930411138200004,0.0
1610,6.404814720745009e+32,13725495119.695475,6.708434352365012e+33,6.599137970705387e+16,11184254.069562072,43.66638251915502,3.2223232941762334,0.29299549082480353,0.0
1611,6.408792866532809e+32,13729344154.610308,6.709715749663655e+33,6.595325560048729e+16,11182360.833869655,43.648547145772866,3.21860085411577,0.2929498779275975,0.0
1612,6.41277101232061e+32,13733192674.843737,6.710995683467663e+33,6.5915150351035256e+16,11180468.065075569,43.63071638615718,3.2148825632915115,0.2929042751140428,0.0
1613,6.4167491581084106e+32,13737040681.064524,6.712274155231785e+33,6.587706394803174e+16,11178575.76280242,43.6128902393059,3.2111684168252466,0.2928586823698904,0.0
1614,6.4207273038962106e+32,13740888173.941704,6.713551166409809e+33,6.583899638081633e+16,11176683.926673017,43.595068704215635,3.207458409845242,0.29281309968098174,0.0
1615,6.4247054496840114e+32,13744735154.144577,6.714826718454572e+33,6.580094763873412e+16,11174792.556310384,43.57725177988157,3.2037525374861624,0.2927675270332445,0.0
1616,6.428683595471812e+32,13748581622.342724,6.716100812817944e+33,6.576291771113584e+16,11172901.651337747,43.55943946529757,3.200050794889133,0.29272196441269727,0.0
1617,6.432661741259613e+32,13752427579.20599,6.717373450950846e+33,6.572490658737777e+16,11171011.21137854,43.5416317594561,3.1963531772016625,0.2926764118054463,0.0
1618,6.436639887047413e+32,13756273025.404491,6.718644634303235e+33,6.568691425682177e+16,11169121.236056412,43.523828661348276,3.1926596795776803,0.29263086919768455,0.0
1619,6.440618032835214e+32,13760117961.608624,6.719914364324113e+33,6.564894070883526e+16,11167231.72499521,43.506030169963836,3.1889702971775074,0.29258533657569324,0.0
1620,6.4445961786230145e+32,13763962388.489044,6.721182642461524e+33,6.561098593279128e+16,11165342.677818997,43.48823628429119,3.185285025167852,0.29253981392584094,0.0
1621,6.448574324410815e+32,13767806306.716688,6.722449470162552e+33,6.557304991806841e+16,11163454.094152039,43.47044700331735,3.181603858721787,0.2924943012345812,0.0
1622,6.452552470198615e+32,13771649716.962759,6.723714848873325e+33,6.55351326540508e+16,11161565.973618813,43.452662326028,3.1779267930187602,0.29244879848845545,0.0
1623,6.456530615986416e+32,13775492619.898735,6.724978780039014e+33,6.54972341301282e+16,11159678.315844001,43.43488225140748,3.1742538232445754,0.29240330567408984,0.0
1624,6.460508761774217e+32,13779335016.196362,6.72624126510383e+33,6.545935433569593e+16,11157791.120452497,43.41710677843876,3.1705849445913823,0.29235782277819666,0.0
1625,6.464486907562017e+32,13783176906.527657,6.727502305511027e+33,6.542149326015487e+16,11155904.3870694,43.399335906103445,3.1669201522576604,0.29231234978757176,0.0
1626,6.468465053349818e+32,13787018291.564913,6.728761902702902e+33,6.53836508929115e+16,11154018.115320018,43.381569633381844,3.16325944144823,0.29226688668909767,0.0
1627,6.4724431991376185e+32,13790859171.980692,6.730020058120792e+33,6.534582722337786e+16,11152132.304829866,43.363807959252895,3.159602807374215,0.2922214334697387,0.0
1628,6.476421344925419e+32,13794699548.447828,6.73127677320508e+33,6.530802224097156e+16,11150246.955224669,43.34605088269419,3.155950245253055,0.2921759901165453,0.0
1629,6.480399490713219e+32,13798539421.639421,6.732532049395186e+33,6.527023593511582e+16,11148362.066130355,43.32829840268204,3.1523017503084727,0.2921305566166502,0.0
1630,6.48437763650102e+32,13802378792.228853,6.733785888129576e+33,6.523246829523939e+16,11146477.637173068,43.310550518191306,3.1486573177705126,0.292085132957269,0.0
1631,6.488355782288821e+32,13806217660.88977,6.735038290845758e+33,6.519471931077662e+16,11144593.667979153,43.292807228195635,3.145016942875461,0.29203971912570037,0.0
1632,6.492333928076622e+32,13810056028.29609,6.736289258980279e+33,6.515698897116745e+16,11142710.158175167,43.27506853166728,3.1413806208658914,0.29199431510932516,0.0
1633,6.496312073864422e+32,13813893895.122002,6.737538793968732e+33,6.511927726585737e+16,11140827.107387872,43.2573344275772,3.1377483469906418,0.29194892089560615,0.0
1634,6.500290219652222e+32,13817731262.04197,6.738786897245749e+33,6.508158418429746e+16,11138944.515244242,43.239604914895,3.1341201165047914,0.2919035364720877,0.0
1635,6.504268365440023e+32,13821568129.730728,6.740033570245006e+33,6.5043909715944344e+16,11137062.381371452,43.22187999258897,3.1304959246696606,0.29185816182639485,0.0
1636,6.508246511227823e+32,13825404498.863281,6.741278814399221e+33,6.5006253850260296e+16,11135180.705396894,43.20415965962609,3.1268757667528146,0.2918127969462343,0.0
1637,6.512224657015623e+32,13829240370.114902,6.742522631140152e+33,6.4968616576713096e+16,11133299.48694816,43.18644391497205,3.1232596380280215,0.29176744181939257,0.0
1638,6.516202802803425e+32,13833075744.161144,6.743765021898605e+33,6.493099788477611e+16,11131418.725653056,43.168732757591144,3.1196475337752796,0.2917220964337355,0.0
1639,6.520180948591225e+32,13836910621.677822,6.745005988104419e+33,6.489339776392833e+16,11129538.421139592,43.15102618644645,3.1160394492807746,0.2916767607772105,0.0
1640,6.524159094379026e+32,13840745003.34103,6.746245531186485e+33,6.485581620365425e+16,11127658.573035985,43.13332420049968,3.1124353798369033,0.291631434837843,0.0
1641,6.528137240166826e+32,13844578889.827127,6.747483652572727e+33,6.481825319344402e+16,11125779.180970667,43.11562679871124,3.108835320742224,0.29158611860373634,0.0
1642,6.532115385954626e+32,13848412281.812748,6.748720353690118e+33,6.478070872279329e+16,11123900.24457227,43.09793398004025,3.105239267301503,0.291540812063075,0.0
1643,6.536093531742428e+32,13852245179.9748,6.74995563596467e+33,6.474318278120331e+16,11122021.763469638,43.080245743444515,3.101647214825635,0.2914955152041191,0.0
1644,6.540071677530228e+32,13856077584.990456,6.751189500821438e+33,6.470567535818097e+16,11120143.737291824,43.06256208788057,3.098059158631711,0.2914502280152079,0.0
1645,6.544049823318028e+32,13859909497.537165,6.752421949684518e+33,6.466818644323863e+16,11118266.165668083,43.044883012303615,3.0944750940429353,0.2914049504847581,0.0
1646,6.54802796910583e+32,13863740918.292648,6.753652983977051e+33,6.4630716025894296e+16,11116389.048227884,43.02720851566757,3.0908950163886697,0.2913596826012631,0.0
1647,6.55200611489363e+32,13867571847.934893,6.754882605121216e+33,6.4593264095671544e+16,11114512.384600904,43.009538596925054,3.0873189210043943,0.29131442435329297,0.0
1648,6.55598426068143e+32,13871402287.142164,6.756110814538238e+33,6.45558306420995e+16,11112636.174417024,42.99187325502743,3.083746803231722,0.2912691757294943,0.0
1649,6.559962406469231e+32,13875232236.592997,6.757337613648381e+33,6.451841565471288e+16,11110760.417306334,42.97421248892475,3.0801786584183635,0.29122393671859065,0.0
1650,6.563940552257031e+32,13879061696.966192,6.758563003870954e+33,6.448101912305198e+16,11108885.112899136,42.95655629756576,3.076614481918134,0.2911787073093784,0.0
1651,6.567918698044833e+32,13882890668.94083,6.759786986624306e+33,6.4443641036662664e+16,11107010.260825934,42.93890467989799,3.073054269090953,0.2911334874907328,0.0
1652,6.571896843832633e+32,13886719153.196259,6.761009563325827e+33,6.440628138509639e+16,11105135.860717446,42.92125763486761,3.0694980153028055,0.2910882772516012,0.0
1653,6.575874989620433e+32,13890547150.412094,6.762230735391955e+33,6.436894015791017e+16,11103261.912204592,42.903615161419566,3.0659457159257557,0.29104307658100753,0.0
1654,6.579853135408234e+32,13894374661.268232,6.763450504238164e+33,6.4331617344666584e+16,11101388.414918505,42.88597725849751,3.0623973663379376,0.29099788546804795,0.0
1655,6.583831281196034e+32,13898201686.44483,6.76466887127897e+33,6.429431293493383e+16,11099515.36849052,42.868343925043874,3.0588529619235363,0.2909527039018949,0.0
1656,6.587809426983834e+32,13902028226.622326,6.765885837927938e+33,6.425702691828565e+16,11097642.77255219,42.850715159999716,3.0553124980727864,0.29090753187179175,0.0
1657,6.591787572771636e+32,13905854282.481422,6.767101405597668e+33,6.421975928430134e+16,11095770.626735264,42.83309096230492,3.05177597018196,0.29086236936705673,0.0
1658,6.595765718559436e+32,13909679854.703098,6.768315575699804e+33,6.418251002256585e+16,11093898.930671707,42.81547133089809,3.0482433736533485,0.29081721637708147,0.0
1659,6.599743864347236e+32,13913504943.9686,6.769528349645034e+33,6.4145279122669624e+16,11092027.683993692,42.79785626471652,3.0447147038952878,0.29077207289132745,0.0
1660,6.603722010135038e+32,13917329550.95945,6.770739728843088e+33,6.41080665742087e+16,11090156.886333592,42.7802457626963,3.041189956322083,0.2907269388993309,0.0
1661,6.607700155922838e+32,13921153676.357435,6.771949714702735e+33,6.4070872366784744e+16,11088286.537323998,42.76263982377225,3.0376691263540914,0.2906818143906987,0.0
1662,6.611678301710638e+32,13924977320.84462,6.77315830863179e+33,6.403369649000494e+16,11086416.636597704,42.74503844687791,3.03415220941761,0.29063669935510883,0.0
1663,6.615656447498439e+32,13928800485.103342,6.774365512037108e+33,6.3996538933482056e+16,11084547.183787711,42.7274416309456,3.0306392009449596,0.2905915937823116,0.0
1664,6.619634593286239e+32,13932623169.8162,6.775571326324584e+33,6.395939968683448e+16,11082678.178527232,42.70984937490638,3.027130096374421,0.29054649766212615,0.0
1665,6.62361273907404e+32,13936445375.666079,6.776775752899162e+33,6.392227873968611e+16,11080809.620449685,42.69226167769007,3.0236248911502344,0.29050141098444404,0.0
1666,6.62759088486184e+32,13940267103.336119,6.777978793164821e+33,6.388517608166649e+16,11078941.509188693,42.67467853822524,3.020123580722612,0.2904563337392258,0.0
1667,6.631569030649641e+32,13944088353.509743,6.779180448524586e+33,6.384809170241067e+16,11077073.844378095,42.65709995543921,3.016626160547692,0.290411265916502,0.0
1668,6.635547176437442e+32,13947909126.870646,6.780380720380522e+33,6.381102559155933e+16,11075206.62565193,42.63952592825809,3.0131326260875713,0.2903662075063722,0.0
1669,6.639525322225242e+32,13951729424.102785,6.781579610133739e+33,6.3773977738758696e+16,11073339.852644451,42.621956455606714,3.009642972810278,0.2903211584990057,0.0
1670,6.643503468013042e+32,13955549245.890398,6.782777119184385e+33,6.37369481336606e+16,11071473.524990113,42.60439153640874,3.0061571961897413,0.2902761188846408,0.0
1671,6.647481613800844e+32,13959368592.91799,6.783973248931655e+33,6.36999367659224e+16,11069607.642323587,42.58683116958654,3.002675291705811,0.2902310886535818,0.0
1672,6.651459759588644e+32,13963187465.870335,6.785168000773782e+33,6.366294362520708e+16,11067742.204279743,42.56927535406128,2.999197254844256,0.29018606779620437,0.0
1673,6.655437905376444e+32,13967005865.432486,6.786361376108044e+33,6.362596870118318e+16,11065877.210493665,42.55172408875292,2.9957230810967284,0.29014105630295006,0.0
1674,6.659416051164245e+32,13970823792.28976,6.787553376330758e+33,6.358901198352481e+16,11064012.660600644,42.53417737258015,2.992252765960755,0.2900960541643278,0.0
1675,6.663394196952045e+32,13974641247.12775,6.788744002837288e+33,6.355207346191166e+16,11062148.554236177,42.51663520446049,2.988786304939755,0.2900510613709138,0.0
1676,6.667372342739846e+32,13978458230.632317,6.789933257022034e+33,6.351515312602902e+16,11060284.89103597,42.49909758331022,2.9853236935430236,0.29000607791335165,0.0
1677,6.671350488527647e+32,13982274743.489597,6.791121140278445e+33,6.34782509655677e+16,11058421.670635937,42.481564508044386,2.9818649272856774,0.2899611037823511,0.0
1678,6.675328634315447e+32,13986090786.385996,6.792307653999005e+33,6.344136697022414e+16,11056558.892672202,42.46403597757685,2.978410001688729,0.2899161389686866,0.0
1679,6.679306780103249e+32,13989906360.00819,6.793492799575245e+33,6.340450112970034e+16,11054696.556781093,42.44651199082027,2.9749589122790208,0.2898711834632002,0.0
1680,6.683284925891049e+32,13993721465.043129,6.794676578397738e+33,6.336765343370386e+16,11052834.66259915,42.42899254668606,2.9715116545892055,0.28982623725679807,0.0
1681,6.687263071678849e+32,13997536102.17803,6.795858991856096e+33,6.3330823871947864e+16,11050973.209763117,42.411477644084485,2.9680682241577965,0.2897813003404533,0.0
1682,6.69124121746665e+32,14001350272.100388,6.797040041338975e+33,6.329401243415105e+16,11049112.197909947,42.39396728192452,2.964628616529085,0.2897363727052015,0.0
1683,6.69521936325445e+32,14005163975.497963,6.798219728234075e+33,6.325721911003774e+16,11047251.626676805,42.376461459114054,2.961192827253206,0.2896914543421448,0.0
1684,6.69919750904225e+32,14008977213.058792,6.799398053928135e+33,6.322044388933782e+16,11045391.495701062,42.358960174559684,2.9577608518860745,0.2896465452424475,0.0
1685,6.703175654830052e+32,14012789985.471182,6.800575019806938e+33,6.31836867617867e+16,11043531.80462029,42.34146342716684,2.954332685989387,0.28960164539733907,0.0
1686,6.707153800617852e+32,14016602293.423706,6.801750627255308e+33,6.3146947717125464e+16,11041672.55307228,42.32397121583981,2.950908325130652,0.2895567547981127,0.0
1687,6.711131946405652e+32,14020414137.605217,6.802924877657113e+33,6.311022674510068e+16,11039813.740695024,42.306483539481626,2.947487764883121,0.2895118734361239,0.0
1688,6.715110092193453e+32,14024225518.704832,6.80409777239526e+33,6.307352383546452e+16,11037955.367126722,42.28900039699414,2.9440710008258253,0.2894670013027917,0.0
1689,6.719088237981253e+32,14028036437.411945,6.805269312851702e+33,6.3036838977974776e+16,11036097.432005787,42.27152178727808,2.940658028543549,0.28942213838959735,0.0
1690,6.723066383769055e+32,14031846894.416218,6.806439500407432e+33,6.3000172162394744e+16,11034239.934970835,42.254047709232914,2.9372488436268283,0.2893772846880846,0.0
1691,6.727044529556855e+32,14035656890.407585,6.807608336442483e+33,6.296352337849336e+16,11032382.875660691,42.236578161756995,2.9338434416719372,0.28933244018985876,0.0
1692,6.731022675344655e+32,14039466426.076254,6.808775822335935e+33,6.29268926160451e+16,11030526.253714392,42.219113143747464,2.9304418182808685,0.2892876048865873,0.0
1693,6.735000821132457e+32,14043275502.112701,6.809941959465906e+33,6.289027986483001e+16,11028670.068771176,42.20165265410029,2.9270439690613603,0.28924277876999843,0.0
1694,6.738978966920257e+32,14047084119.207674,6.81110674920956e+33,6.285368511463375e+16,11026814.320470493,42.18419669171029,2.9236498896268346,0.28919796183188234,0.0
1695,6.742957112708057e+32,14050892278.052197,6.812270192943097e+33,6.281710835524752e+16,11024959.008452004,42.166745255471106,2.9202595755964507,0.28915315406408854,0.0
1696,6.746935258495858e+32,14054699979.337559,6.813432292041766e+33,6.27805495764681e+16,11023104.132355569,42.14929834427518,2.916873022595041,0.28910835545852875,0.0
1697,6.750913404283658e+32,14058507223.755322,6.814593047879855e+33,6.2744008768097864e+16,11021249.691821266,42.131855957013855,2.913490226253139,0.28906356600717303,0.0
1698,6.754891550071458e+32,14062314011.997324,6.815752461830693e+33,6.270748591994476e+16,11019395.686489375,42.11441809257727,2.9101111822069514,0.2890187857020521,0.0
1699,6.75886969585926e+32,14066120344.755669,6.816910535266654e+33,6.267098102182228e+16,11017542.116000384,42.09698474985439,2.9067358860983608,0.2889740145352566,0.0
1700,6.76284784164706e+32,14069926222.722736,6.818067269559151e+33,6.2634494063549544e+16,11015688.979994994,42.079555927733075,2.9033643335749075,0.2889292524989355,0.0
1701,6.76682598743486e+32,14073731646.591173,6.81922266607864e+33,6.259802503495121e+16,11013836.278114107,42.06213162510001,2.899996520289799,0.28888449958529683,0.0
1702,6.770804133222661e+32,14077536617.053902,6.820376726194623e+33,6.25615739258575e+16,11011984.009998836,42.0447118408407,2.8966324419018763,0.2888397557866076,0.0
1703,6.774782279010461e+32,14081341134.804111,6.821529451275639e+33,6.252514072610428e+16,11010132.175290504,42.02729657383956,2.8932720940756247,0.2887950210951931,0.0
1704,6.778760424798263e+32,14085145200.53527,6.822680842689271e+33,6.2488725425532904e+16,11008280.773630641,42.00988582297979,2.8899154724811646,0.2887502955034366,0.0
1705,6.782738570586063e+32,14088948814.941109,6.823830901802144e+33,6.2452328013990376e+16,11006429.804660983,41.992479587143535,2.8865625727942215,0.28870557900377786,0.0
1706,6.786716716373863e+32,14092751978.715633,6.824979629979927e+33,6.2415948481329224e+16,11004579.268023476,41.97507786521171,2.883213390696152,0.2886608715887164,0.0
1707,6.790694862161664e+32,14096554692.553127,6.826127028587328e+33,6.237958681740757e+16,11002729.163360272,41.957680656064134,2.8798679218739167,0.2886161732508065,0.0
1708,6.794673007949465e+32,14100356957.148132,6.8272730989881e+33,6.234324301208914e+16,11000879.490313733,41.940287958579525,2.876526162020061,0.2885714839826608,0.0
1709,6.798651153737265e+32,14104158773.195473,6.828417842545034e+33,6.230691705524318e+16,10999030.248526428,41.92289977163542,2.8731881068327367,0.288526803776948,0.0
1710,6.802629299525066e+32,14107960141.390242,6.829561260619971e+33,6.227060893674455e+16,10997181.437641133,41.90551609410822,2.8698537520156506,0.2884821326263928,0.0
1711,6.806607445312866e+32,14111761062.427801,6.830703354573783e+33,6.22343186464737e+16,10995333.057300834,41.88813692487326,2.8665230932781047,0.2884374705237759,0.0
1712,6.810585591100666e+32,14115561537.003786,6.831844125766395e+33,6.2198046174316616e+16,10993485.107148726,41.87076226280468,2.863196126334958,0.2883928174619335,0.0
1713,6.814563736888468e+32,14119361565.814106,6.832983575556768e+33,6.216179151016486e+16,10991637.586828206,41.85339210677555,2.8598728469066224,0.28834817343375807,0.0
1714,6.818541882676268e+32,14123161149.554934,6.834121705302905e+33,6.212555464391563e+16,10989790.495982887,41.83602645565779,2.8565532507190694,0.2883035384321959,0.0
1715,6.822520028464068e+32,14126960288.92272,6.835258516361855e+33,6.208933556547164e+16,10987943.834256584,41.81866530832221,2.853237333503784,0.2882589124502486,0.0
1716,6.826498174251869e+32,14130758984.61419,6.836394010089705e+33,6.2053134264741176e+16,10986097.60129332,41.80130866363854,2.849925090997814,0.28821429548097344,0.0
1717,6.83047632003967e+32,14134557237.32633,6.837528187841587e+33,6.201695073163816e+16,10984251.79673733,41.78395652047536,2.8466165189437156,0.2881696875174794,0.0
1718,6.834454465827471e+32,14138355047.756409,6.838661050971673e+33,6.198078495608202e+16,10982406.420233056,41.76660887770012,2.8433116130895595,0.2881250885529314,0.0
1719,6.838432611615271e+32,14142152416.601957,6.839792600833179e+33,6.1944636927997816e+16,10980561.471425144,41.749265734179254,2.8400103691889216,0.288080498580547,0.0
1720,6.842410757403071e+32,14145949344.560783,6.840922838778363e+33,6.190850663731615e+16,10978716.949958453,41.73192708877799,2.8367127830008956,0.2880359175935976,0.0
1721,6.846388903190872e+32,14149745832.330969,6.842051766158524e+33,6.18723940739732e+16,10976872.855478046,41.71459294036051,2.833418850290032,0.28799134558540723,0.0
1722,6.850367048978672e+32,14153541880.610859,6.843179384324002e+33,6.183629922791076e+16,10975029.187629197,41.69726328778992,2.8301285668263976,0.28794678254935374,0.0
1723,6.854345194766472e+32,14157337490.099073,6.844305694624183e+33,6.180022208907615e+16,10973185.946057387,41.679938129928175,2.826841928385523,0.28790222847886665,0.0
1724,6.858323340554274e+32,14161132661.49451,6.845430698407492e+33,6.176416264742227e+16,10971343.130408304,41.662617465636146,2.823558930748402,0.28785768336742684,0.0
1725,6.862301486342074e+32,14164927395.496328,6.846554397021397e+33,6.1728120892907656e+16,10969500.740327844,41.64530129377368,2.820279569701487,0.28781314720856865,0.0
1726,6.866279632129874e+32,14168721692.803965,6.847676791812408e+33,6.1692096815496344e+16,10967658.775462111,41.62798961319945,2.817003841036687,0.28776861999587877,0.0
1727,6.870257777917676e+32,14172515554.117128,6.848797884126078e+33,6.1656090405157976e+16,10965817.23545742,41.610682422771085,2.8137317405513533,0.287724101722992,0.0
1728,6.874235923705476e+32,14176308980.135792,6.849917675307001e+33,6.162010165186779e+16,10963976.119960291,41.593379721345144,2.8104632640482725,0.2876795923835974,0.0
1729,6.878214069493277e+32,14180101971.560211,6.851036166698814e+33,6.158413054560657e+16,10962135.42861745,41.576081507777076,2.8071984073356555,0.2876350919714347,0.0
1730,6.882192215281077e+32,14183894529.090904,6.852153359644196e+33,6.15481770763607e+16,10960295.161075836,41.55878778092129,2.8039371662271395,0.2875906004802917,0.0
1731,6.886170361068877e+32,14187686653.428661,6.853269255484866e+33,6.151224123412213e+16,10958455.316982593,41.54149853963108,2.800679536541761,0.28754611790400875,0.0
1732,6.890148506856679e+32,14191478345.274551,6.854383855561589e+33,6.147632300888835e+16,10956615.895985072,41.52421378275869,2.797425514103967,0.2875016442364759,0.0
1733,6.894126652644479e+32,14195269605.329906,6.85549716121417e+33,6.144042239066251e+16,10954776.897730837,41.50693350915531,2.7941750947436113,0.28745717947163285,0.0
1734,6.898104798432279e+32,14199060434.296335,6.856609173781454e+33,6.140453936945326e+16,10952938.32186765,41.48965771767104,2.7909282742959163,0.28741272360346803,0.0
1735,6.90208294422008e+32,14202850832.875715,6.857719894601334e+33,6.136867393527485e+16,10951100.168043494,41.4723864071549,2.787685048601501,0.28736827662602,0.0
1736,6.90606109000788e+32,14206640801.770197,6.85882932501074e+33,6.133282607814712e+16,10949262.43590655,41.45511957645492,2.7844454135063406,0.2873238385333758,0.0
1737,6.91003923579568e+32,14210430341.6822,6.859937466345645e+33,6.129699578809547e+16,10947425.12510521,41.43785722441799,2.781209364861789,0.28727940931967166,0.0
1738,6.914017381583482e+32,14214219453.314419,6.861044319941066e+33,6.126118305515086e+16,10945588.235288072,41.42059934988998,2.7779768985245523,0.28723498897909183,0.0
1739,6.917995527371282e+32,14218008137.369816,6.862149887131061e+33,6.122538786934989e+16,10943751.766103951,41.40334595171573,2.774748010356678,0.28719057750586774,0.0
1740,6.921973673159082e+32,14221796394.551626,6.863254169248727e+33,6.118961022073466e+16,10941915.717201857,41.38609702873899,2.7715226962255586,0.2871461748942816,0.0
1741,6.925951818946884e+32,14225584225.563362,6.864357167626212e+33,6.115385009935288e+16,10940080.088231018,41.36885257980246,2.7683009520039414,0.28710178113865964,0.0
1742,6.929929964734684e+32,14229371631.108795,6.865458883594696e+33,6.111810749525785e+16,10938244.878840862,41.35161260374786,2.7650827735698638,0.2870573962333787,0.0
1743,6.933908110522485e+32,14233158611.891981,6.866559318484407e+33,6.10823823985084e+16,10936410.088681033,41.334377099415775,2.7618681568066994,0.2870130201728595,0.0
1744,6.937886256310285e+32,14236945168.617237,6.867658473624614e+33,6.1046674799169016e+16,10934575.717401376,41.317146065645844,2.758657097603133,0.2869686529515732,0.0
1745,6.941864402098085e+32,14240731301.989157,6.868756350343627e+33,6.101098468730967e+16,10932741.76465195,41.29991950127658,2.7554495918531456,0.28692429456403395,0.0
1746,6.945842547885887e+32,14244517012.712606,6.8698529499688e+33,6.097531205300596e+16,10930908.230083017,41.28269740514551,2.752245635456017,0.28687994500480507,0.0
1747,6.949820693673687e+32,14248302301.49272,6.870948273826526e+33,6.0939656886339064e+16,10929075.113345047,41.265479776089165,2.749045224316315,0.28683560426849436,0.0
1748,6.953798839461487e+32,14252087169.034904,6.872042323242245e+33,6.090401917739571e+16,10927242.414088726,41.24826661294294,2.745848354343886,0.2867912723497556,0.0
1749,6.957776985249288e+32,14255871616.044842,6.873135099540435e+33,6.08683989162682e+16,10925410.131964935,41.23105791454131,2.742655021453839,0.2867469492432886,0.0
1750,6.961755131037088e+32,14259655643.228476,6.874226604044618e+33,6.083279609305446e+16,10923578.266624775,41.213853679717694,2.7394652215665634,0.28670263494383863,0.0
1751,6.965733276824888e+32,14263439251.292034,6.875316838077357e+33,6.0797210697857944e+16,10921746.817719545,41.19665390730446,2.7362789506076948,0.2866583294461953,0.0
1752,6.96971142261269e+32,14267222440.942007,6.876405802960259e+33,6.076164272078768e+16,10919915.784900762,41.17945859613296,2.7330962045081217,0.28661403274519276,0.0
1753,6.97368956840049e+32,14271005212.885159,6.87749350001397e+33,6.072609215195831e+16,10918085.167820143,41.162267745033596,2.729916979203965,0.2865697448357132,0.0
1754,6.97766771418829e+32,14274787567.828526,6.878579930558182e+33,6.069055898149003e+16,10916254.966129614,41.14508135283569,2.726741270636588,0.2865254657126836,0.0
1755,6.981645859976091e+32,14278569506.479416,6.879665095911627e+33,6.065504319950859e+16,10914425.179481313,41.127899418367555,2.7235690747525774,0.2864811953710745,0.0
1756,6.985624005763892e+32,14282351029.545406,6.880748997392078e+33,6.061954479614537e+16,10912595.807527585,41.11072194045654,2.7204003875037492,0.2864369338059007,0.0
1757,6.989602151551693e+32,14286132137.73435,6.881831636316353e+33,6.0584063761537256e+16,10910766.849920979,41.09354891792895,2.7172352048471082,0.2863926810122207,0.0
1758,6.993580297339493e+32,14289912831.754364,6.88291301400031e+33,6.054860008582679e+16,10908938.306314254,41.07638034961012,2.7140735227448713,0.28634843698513623,0.0
1759,6.997558443127293e+32,14293693112.313847,6.88399313175885e+33,6.051315375916203e+16,10907110.176360382,41.059216234324346,2.7109153371644723,0.28630420171979176,0.0
1760,7.001536588915095e+32,14297472980.12146,6.885071990905916e+33,6.047772477169662e+16,10905282.459712533,41.042056570894964,2.7077606440784945,0.2862599752113746,0.0
1761,7.005514734702895e+32,14301252435.886139,6.886149592754491e+33,6.044231311358981e+16,10903455.156024095,41.02490135814429,2.7046094394647424,0.2862157574551144,0.0
1762,7.009492880490695e+32,14305031480.317093,6.887225938616607e+33,6.040691877500638e+16,10901628.264948655,41.007750594893686,2.7014617193061636,0.2861715484462842,0.0
1763,7.013471026278496e+32,14308810114.1238,6.888301029803329e+33,6.037154174611672e+16,10899801.786140017,40.990604279963456,2.6983174795908833,0.28612734818019636,0.0
1764,7.017449172066296e+32,14312588338.016012,6.88937486762477e+33,6.03361820170968e+16,10897975.719252186,40.973462412172985,2.6951767163121843,0.286083156652208,0.0
1765,7.021427317854096e+32,14316366152.703747,6.890447453390083e+33,6.0300839578128136e+16,10896150.063939378,40.956324990340654,2.692039425468511,0.28603897385771687,0.0
